321, 96
320, 97
319, 95
318, 95
317, 95
316, 96
315, 96
314, 96
313, 97
312, 97
311, 97
310, 97
309, 97
308, 98
307, 98
306, 98
305, 98
304, 99
303, 99
302, 99
301, 99
300, 99
299, 99
298, 99
297, 99
296, 99
295, 99
294, 99
293, 99
292, 99
291, 99
290, 99
289, 99
288, 99
287, 99
286, 99
285, 99
284, 100
283, 100
282, 100
281, 101
280, 101
279, 102
278, 102
277, 103
276, 103
275, 103
274, 103
273, 103
272, 103
271, 103
270, 103
269, 103
268, 103
267, 104
266, 104
265, 104
264, 104
263, 104
262, 104
261, 104
260, 104
259, 104
258, 104
257, 104
256, 104
255, 104
254, 104
253, 104
252, 104
251, 105
250, 105
249, 106
248, 106
247, 107
246, 107
245, 107
244, 107
243, 107
242, 108
241, 108
240, 108
239, 108
238, 109
237, 109
236, 109
235, 109
234, 109
233, 109
232, 109
231, 109
230, 109
229, 110
228, 110
227, 110
226, 110
225, 110
224, 110
223, 110
222, 110
221, 110
220, 110
219, 110
218, 110
217, 110
216, 110
215, 110
214, 110
213, 110
212, 110
211, 110
210, 110
209, 110
208, 110
207, 110
206, 110
205, 111
204, 111
203, 111
202, 111
201, 111
200, 112
199, 112
198, 112
197, 112
196, 112
195, 112
194, 112
193, 113
192, 113
191, 113
190, 113
189, 113
188, 113
187, 113
186, 114
185, 114
184, 114
183, 114
182, 114
181, 114
180, 114
179, 114
178, 114
177, 114
176, 114
175, 114
174, 114
173, 114
172, 114
171, 114
170, 114
169, 114
168, 114
167, 114
166, 114
165, 114
164, 114
163, 114
162, 114
161, 114

